,WB_No,Year,Month,District,Ward,Village,subvillage,site.name,water.body._type,water.body.name,CorrectedWBName,Longitude..E.,Attitude..m.,water_level,season,snail_present,number_snails_collected,snail_size.1.3mm.,X.4.6mm.,X.7.9mm.,X.10.12mm.,X.13.15mm.,X.16.18mm.,X.19.21mm.,X..21mm.,infe_snail,Date.of.1st.Sheding.att., ,Date,Exp_schisto,X.1.3mm.,X.4.6mm..1,X.7.9mm..1,X.10.12mm..1,X.13.15mm..1,X.16.18mm..1,X.19.21mm..1,X..21mm..1,Total..VE
323,323,2020,December,Magu,Mwamabanza,Mwamabanza,Mwabanza,Kwa mayungwa,Pond,Lambo la kwa Mayungwa,Lambo la kwa Mayungwa,033.42173 ͦ,1201,Normal,Rainy,Bulinus,47,0,0,0,8,9,30,0,0,0,28-Dec-20,12/30/20,27-Dec-20,,0,0,0,0,0,0,0,0,0
324,324,2020,December,Magu,Mwamabanza,Mwamabanza,Mwabanza,Kwa solo,Pond,Kisima/lambo la kwa solo,Kisima/Lambo la Solo,033.42037 ͦ,1200,Normal,Rainy,Bulinus,165,0,0,0,24,1,10,130,0,0,28-Dec-20,12/30/20,27-Dec-20,,0,0,0,0,0,0,0,0,0
325,325,2020,December,Magu,Mwamabanza,Mwamabanza,Mwabanza,kwa solwa,Dam,Lambo la kwa solwa,Lambo la kwa Solwa,033.42223 ͦ,1193,Normal,Rainy,Bulinus,45,0,0,0,22,11,12,0,0,0,28-Dec-20,12/30/20,27-Dec-20,,0,0,0,0,0,0,0,0,0
326,326,2020,December,Magu,Mwamabanza,Mwamabanza,Bupandwa,kwa ng'wakalo,Pond,Kisima cha kwa Ng'wakalo,Kisima cha kwa Ng'wankalo,033.42565 ͦ,1197,Normal,Rainy,Bulinus,22,0,0,1,7,10,3,1,0,0,28-Dec-20,12/30/20,27-Dec-20,,0,0,0,0,0,0,0,0,0
327,327,2020,December,Magu,Mwamabanza,Mwamabanza,Bupandwa,Kwa makelemo,Pond,Kisima cha kwa makelemo,Kisima cha kwa Makelemo,033.42413 ͦ,1192,Normal,Rainy,Bulinus,18,0,0,4,13,1,0,0,0,0,28-Dec-20,12/30/20,27-Dec-20,,0,0,0,0,0,0,0,0,0
328,328,2020,December,Magu,Mwamabanza,Mwamabanza,Bupandwa,Kwa seleman,Pond,Kisima cha kwa Selemani,Kisima cha kwa Seleman,033.42546 ͦ,1195,Normal,Rainy,Bulinus and Pila,369,0,0,23,22,324,0,0,0,0,28-Dec-20,12/30/20,27-Dec-20,,0,0,0,0,0,0,0,0,0
329,329,2020,December,Magu,Mwamabanza,Mwamabanza,Bupandwa,Kwa Lutonja,Pond,Kisima cha kwa Lutonja,Kisima cha kwa Lutonja,033.42961 ͦ,1192,Normal,Rainy,Bulinus and Pila,97,0,0,9,32,56,0,0,0,0,28-Dec-20,12/30/20,27-Dec-20,,0,0,0,0,0,0,0,0,0
330,330,2020,December,Magu,Mwamabanza,Mwamabanza,Bupandwa,kwa shauli,Pond,Lambo la kwa shauli,Lambo la kwa Shauli,033.43172 ͦ,1191,Normal,Rainy,Bulinus,114,0,16,25,30,15,27,1,0,0,28-Dec-20,12/30/20,27-Dec-20,,0,0,0,0,0,0,0,0,0
331,331,2020,December,Magu,Nyigogo,Kinango,Isesabudaga,Kisima/lambo kwa Masigani,Pond,Kisima/lambo kwa Masigani,Kisima/Lambo kwa Masigani,033 ͦ22.236',1222,Normal,Rainy,Bulinus,13,0,0,0,0,3,10,0,0,0,28-Dec-20,12/30/20,27-Dec-20,,0,0,0,0,0,0,0,0,0
332,332,2020,December,Magu,Nyigogo,Kinango,Ibambula,Kwa malendeja,Dam,Lambo la ngumo,Lambo la Ngumo,033 ͦ21.020',1253,Normal,Rainy,Bulinus and Lymneae,2,0,0,0,0,1,1,0,0,0,28-Dec-20,12/30/20,27-Dec-20,,0,0,0,0,0,0,0,0,0
333,333,2020,December,Magu,Nyigogo,Kinango,Ibambula,Kisima cha Bulamba,Pond,Kisima cha Bulamba,Kisima cha Bulambu,033 ͦ20.937',1248,Normal,Rainy,Bulinus and Pila,42,0,0,0,0,2,39,1,0,0,28-Dec-20,12/30/20,27-Dec-20,,0,0,0,0,0,0,0,0,0
334,334,2021,January,Magu,Kitongosima,Lugeye,Nyamilama,shamba la msangwa mabula,"Pond,Temporary",lambo la mganga marasta,Lambo la Mganga Marasta,033 ͦ14.569',1173,Normal,Rainy,"Bulinus,Pila",75,0,0,32,38,1,4,0,0,0,11-Jan-21,1/13/21,10-Jan-21,,0,0,0,0,0,0,0,0,0
335,335,2021,January,Magu,Kitongosima,Lugeye,Hinda,shamba la majiyantemi luhongola,"Pond,permanent",kisima cha majiyantemi luhongola,Kisima cha Majiyantemi Luhongola,033 ͦ14.493',1167,Normal,Rainy,"Bulinus,pila",62,0,0,0,18,37,7,0,0,0,11-Jan-21,1/13/21,10-Jan-21,,0,0,0,0,0,0,0,0,0
336,336,2021,January,Magu,Kitongosima,Lugeye,Mbuga A,Eneo la Sali mlimani,"Pond,permanent",lambo la Sali mlimani,Lambo la Sali Mlimani,033 ͦ16.621',1143,Normal,Rainy,"Bulinus,pila",23,0,0,0,7,9,7,0,0,0,11-Jan-21,1/13/21,10-Jan-21,,0,0,0,0,0,0,0,0,0
337,337,2021,January,Magu,Kitongosima,Lugeye,Ngashe,Eneo la nguzo za umeme,"Pond,Temporary",lambo la ngashe,Lambo la Ngashe,033 ͦ17.204',1141,Normal,Rainy,"Bulinus,pila",9,0,0,0,3,6,0,0,0,0,11-Jan-21,1/13/21,10-Jan-21,,0,0,0,0,0,0,0,0,0
338,338,2021,January,Magu,Kitongosima,Lugeye,Ngashe,shamba la james,"stream,temporary",lambo la james,Lambo la James,033 ͦ17.174',1143,Normal,Rainy,Bulinus,2,0,0,0,1,1,0,0,0,0,11-Jan-21,1/13/21,10-Jan-21,,0,0,0,0,0,0,0,0,0
339,339,2021,January,Magu,Kitongosima,Lugeye,Mbuga B,shamba la juma mathias,"Pond,permanent",lambo la mzee kanyelema nkululo,Lambo la Mzee Kanyelema Nkululo,033 ͦ15.874',1149,Normal,Rainy,Bulinus,15,0,0,0,3,9,3,0,0,0,11-Jan-21,1/13/21,10-Jan-21,,0,0,0,0,0,0,0,0,0
340,340,2021,January,Magu,Shishani,Shishani,Nyashimba,mwanzuli,"Pond,Temporary",kisima/lambo la mwanzuli,Kisima/Lambo la Mwanzuli,033.70084 ͦ,1241,Normal,Rainy,Bulinus,11,0,0,0,3,6,2,0,0,0,11-Jan-21,1/13/21,10-Jan-21,,0,0,0,0,0,0,0,0,0
341,341,2021,January,Magu,Shishani,Shishani,nyandekwa,lambo la nyandekwa site 1,"Pond,Temporary",lambo la nyandekwa site 1,Lambo la Nyandekwa Site 1,033.70447 ͦ,1237,Normal,Rainy,Bulinus,90,0,0,0,2,63,24,1,0,0,11-Jan-21,1/13/21,10-Jan-21,,0,0,0,0,0,0,0,0,0
342,342,2021,January,Magu,Shishani,Shishani,Nkilosho,kisima cha Dundo,"Pond,Temporary",kisima cha Dundo,Kisima cha Dundo,033.71448 ͦ,1222,Normal,Rainy,Bulinus,54,0,0,1,14,12,20,7,0,0,11-Jan-21,1/13/21,10-Jan-21,,0,0,0,0,0,0,0,0,0
343,343,2021,January,Magu,Shishani,Shishani,Nkilosho,lambo la dundo,"Pond,Temporary",lambo la dundo,Lambo la Dundo,033.71645 ͦ,1218,Normal,Rainy,Bulinus,119,0,0,5,35,62,16,1,0,0,11-Jan-21,1/13/21,10-Jan-21,,0,0,0,0,0,0,0,0,0
344,344,2021,January,Magu,Shishani,Mahaha,Mapasala A,Kisima cha Mwashilabi,"Pond,Temporary",Kisima cha Mwashilabi,Kisima cha Mwashilabi,033.7659°,1265,Normal,Rainy,Bulinus,3,0,0,0,2,1,0,0,0,0,16-Jan-21,1/19/21,15-Jan-21,,0,0,0,0,0,0,0,0,0
345,345,2021,January,Magu,Shishani,Mahaha,Shilushi,Kisima cha Mwakalogi,"Pond,Temporary",Kisima cha Mwakalogi,Kisima cha Mwakalogi,033.77258°,1267,Normal,Rainy,Bulinus,51,0,0,0,0,0,19,32,0,0,16-Jan-21,1/19/21,15-Jan-21,,0,0,0,0,0,0,0,0,0
346,346,2021,January,Magu,Shishani,Mahaha,Maduukani A,Kisima cha kwa Abdallah,"Pond,Temporary",Kisima cha kwa Abdallah,Kisima cha kwa Abdallah,033.76269°,1276,Normal,Rainy,Bulinus,198,0,0,20,92,80,6,0,0,0,16-Jan-21,1/19/21,15-Jan-21,,0,0,0,0,0,0,0,0,0
347,347,2021,January,Magu,Shishani,Mahaha,Maduukani A,Lambo la kwa Sokoni,"Pond,Temporary",Lambo la kwa Sokoni,Kisima cha kwa Sogoni,033.76141°,1271,Normal,Rainy,Bulinus,24,0,0,16,8,0,0,0,0,0,16-Jan-21,1/19/21,15-Jan-21,,0,0,0,0,0,0,0,0,0
348,348,2021,January,Magu,Shishani,Mahaha,Mapagala C,Kisima cha Mwamalongo,"Pond,Temporary",Kisima cha Mwamalongo,Kisima cha Mwamalongo,033.75393°,1269,Normal,Rainy,Bulinus,3,0,0,0,3,0,0,0,0,0,16-Jan-21,1/19/21,15-Jan-21,,0,0,0,0,0,0,0,0,0
349,349,2021,January,Magu,Shishani,Mahaha,Mapagala A,Lambo la Shule,"Pond,Temporary",Lambo la Shule,Lambo la Shule,033.76798°,1279,Normal,Rainy,Bulinus,38,0,0,3,7,11,14,3,0,2,16-Jan-21,1/19/21,15-Jan-21,,0,0,0,0,0,2,0,0,2
350,350,2021,January,Magu,Shishani,Mahaha,Shihishi,Lambo la Sahani,"Pond,Temporary",Lambo la Sahani,Lambo la kwa Shahani,033.76973°,1291,Normal,Rainy,Bulinus,19,0,0,1,2,1,15,0,0,1,16-Jan-21,1/19/21,15-Jan-21,,0,0,0,0,0,0,1,0,1
351,351,2021,January,Magu,Shishani,Mahaha,Madukani B,Lambo la Shule ya Msingi,"Pond,Temporary",Lambo la Shule ya Msingi,Lambo la Shule ya Msingi,033.7666°,1281,Normal,Rainy,Bulinus,64,0,0,20,31,3,10,0,0,2,16-Jan-21,1/19/21,15-Jan-21,,0,0,1,0,0,1,0,0,2
352,352,2021,January,Busega,Kalemela,Bushigwamhala,Buchela,Shamba la Rumanija Mwanza,"Pond,Temporary",Lambo la Mwanza,Lambo la Mwanza,033 ͦ44.049',1252,Normal,Rainy,Bulinus,5,0,0,0,1,3,1,0,0,0,8-Jan-21,1/10/21,7-Jan-21,,0,0,0,0,0,0,0,0,0
353,353,2021,January,Busega,Kalemela,Bushigwamhala,Buchela,Shamba la Ng′wamahela,"Pond,Temporary",lambo la Ng′wamahela,Lambo la Ng'wamahela,033 ͦ43.724',1242,Normal,Rainy,Bulinus,7,0,0,5,1,0,1,0,0,0,8-Jan-21,1/10/21,7-Jan-21,,0,0,0,0,0,0,0,0,0
354,354,2021,January,Busega,Kalemela,Chamugasa,Nyakulunduma,Shamba la Elias Kasonzu,"Stream,permanent",Mto Nyang'Humbi site 01,Mto Nyang'humbi Site 1,033 ͦ46.585',1140,Normal,Rainy,"bulinus, pila",49,0,0,1,12,30,6,0,0,0,7-Jan-21,1/9/21,6-Jan-21,,0,0,0,0,0,0,0,0,0
355,355,2021,January,Busega,Kalemela,Chamugasa,Misheni,Eneo la Pastrory Petro,"Dam, TempoRary",Bwawa la Patrory Petro,Bwawa la Pastory Petro,033 ͦ45.386',1162,Normal,Rainy,bulinus,49,0,0,4,20,16,9,0,0,0,7-Jan-21,1/9/21,6-Jan-21,,0,0,0,0,0,0,0,0,0
356,356,2021,January,Busega,Kalemela,Chamugasa,Nyakulunduma,Sophia Kazinza,"Stream, Temporary",Mto Nyang'Humbi site 02,Mto Nyang'humbi Site 2,033 ͦ46.559',1136,Normal,Rainy,"Bulinus, pila",4,0,0,0,NA,3,1,0,0,0,7-Jan-21,1/9/21,6-Jan-21,,0,0,0,0,0,0,0,0,0
357,357,2021,January,Busega,Kalemela,Chamugasa,Misheni,Shamba la ezekiel Kabadi,"Pond, Temporary",Lamboo la Mwajombo,Lambo la Mwajombo,033 ͦ45156ͦ',1161,Normal,Rainy,Bulinus,3,0,0,1,0,1,1,0,0,0,7-Jan-21,1/9/21,6-Jan-21,,0,0,0,0,0,0,0,0,0
358,358,2021,January,Busega,Mkula ,Ng'wanhale,Dilanda,Mbulang'ali,"Pond, Temporary",Lambo la Dilanda,Lambo la Dilanda,033.89510 ˚,1271,Normal,Rainy,bulinus,41,0,0,21,7,12,1,0,0,0,7-Jan-21,1/9/21,6-Jan-21,,0,0,0,0,0,0,0,0,0
359,359,2021,January,Busega,Mkula ,Ng'wanhale,Ng'olong'olida,Kisima cha dutwa,"Pond,Permanet",Kisima cha Dutwa,Kisima cha Dutwa,033 ͦ86669°,1311,Normal,Rainy,bilinus,54,0,0,1,9,36,8,0,0,0,7-Jan-21,1/9/21,6-Jan-21,,0,0,0,0,0,0,0,0,0
360,360,2021,January,Busega,Mkula ,Ng'wanhale,Madukani,Kisima cha samweli Mahangila,"pond, temporary, rice paddy",Kisima cha samwli Mahangila,Kisima cha Samweli Mahangila,033.89074°,1265,Normal,Rainy,bulinus,52,0,0,4,5,19,21,3,0,0,7-Jan-21,1/9/21,6-Jan-21,,0,0,0,0,0,0,0,0,0
361,361,2021,January,Busega,Mkula ,Ng'wanhale,Ng'olong'olida,Lambo la Balihali,"Pond, Temporary",Lambo la balihali,Lambo la Balihali,033.97019°,1311,Normal,Rainy,bulinus,3,0,0,0,0,0,3,0,0,0,7-Jan-21,1/9/21,6-Jan-21,,0,0,0,0,0,0,0,0,0
362,362,2021,January,Busega,Mkula ,Ng'wanhale,Ng'olong'olida,Kisima cha Doto Pendo,"Pond,Temporary",Kisima cha Doto Pendo,Kisima cha Doto Pendo,033.87767°,1296,Normal,Rainy,bulinus,14,0,2,9,1,1,1,0,0,0,7-Jan-21,1/9/21,6-Jan-21,,0,0,0,0,0,0,0,0,0
363,363,2021,January,Busega,Mkula ,Ng'wanhale,Mwabasabi,Lambo la mwabasabi,"Pond, Temporary",Lambo la mwabasabi,Lambo la Mwabasabi,033 ͦ89186',1262,Normal,Rainy,bulinus,75,0,0,12,20,36,7,0,0,7,7-Jan-21,1/9/21,6-Jan-21,S.haematobium,0,0,0,1,5,1,0,0,7
364,364,2021,January,Busega,Ngasamo,Ngasamo,Isadukilo,kisima cha Tito,"Pond, Temporary",Kisima cha Tito,Kisima cha Tito,033 .84145˚,1216,Normal,Rainy,Bulinus,110,0,0,0,13,96,1,0,0,0,8-Jan-21,1/10/21,7-Jan-21,,0,0,0,0,0,0,0,0,0
365,365,2021,January,Busega,Ngasamo,Ngasamo,Isadukilo,kisima/lambo la shidikale,"Pond,Permanet",kisima/lambo la shidikale,Kisima/Lambo la Shilikale,033 .82837˚,1228,Normal,Rainy,Bulinus,22,0,0,1,5,13,3,0,0,0,8-Jan-21,1/10/21,7-Jan-21,,0,0,0,0,0,0,0,0,0
366,366,2021,January,Busega,Ngasamo,Ngasamo,Isadukilo,kisima cha Sita Gidion,"Pond,Permanent",kisima cha Sita Gidion,Kisima cha Sita Gidion,033 .84547˚,1210,Normal,Rainy,Bulinus,4,0,0,0,0,4,0,0,0,0,8-Jan-21,1/10/21,7-Jan-21,,0,0,0,0,0,0,0,0,0
367,367,2021,January,Busega,Malili,Malili,chinamili,lambo la mbugani,"Pond,Temporary",lambo la mbugani,Lambo la Mbugani,033.81150 ͦ,1247,Normal,Rainy,Bulinus,46,0,0,0,5,32,9,0,0,0,9-Jan-21,1/11/21,8-Jan-21,,0,0,0,0,0,0,0,0,0
368,368,2021,January,Busega,Malili,Malili,majimoto,kisima cha mwamasebu,"Pond,Temporary",kisima cha mwamasebu,Kisima cha Mwamasebu,033.81674 ͦ,1253,Normal,Rainy,Bulinus,21,0,0,4,11,6,0,0,0,0,9-Jan-21,1/11/21,8-Jan-21,,0,0,0,0,0,0,0,0,0
369,369,2021,January,Busega,Malili,Malili,Malili,lambo la kibanio,"Pond,Temporary",lambo la kibanio,Lambo la Kibanio,033.80989 ͦ,1252,Normal,Rainy,Bulinus,32,0,0,1,12,17,2,0,0,0,9-Jan-21,1/11/21,8-Jan-21,,0,0,0,0,0,0,0,0,0
370,370,2021,January,Busega,Malili,Malili,Buchela,kisima cha nyabazanagi,"Pond,Temporary",kisima cha nyabazanagi,Kisima cha Nyabazanagi,033.80291 ͦ,1240,Normal,Rainy,Bulinus,13,0,0,3,1,9,0,0,0,0,9-Jan-21,1/11/21,8-Jan-21,,0,0,0,0,0,0,0,0,0
371,371,2021,January,Busega,Malili,Malili,chinamili,lambo la joseph bucheyeki,"Pond,Temporary",lambo la joseph bucheyeki,Lambo la Joseph Bucheyeki,033.80278 ͦ,1251,Normal,Rainy,Bulinus,17,0,1,7,5,3,1,0,0,0,9-Jan-21,1/11/21,8-Jan-21,,0,0,0,0,0,0,0,0,0
372,372,2021,January,Busega,Malili,Malili,Buchela,kisima cha ng'wasalamba,"Pond,Temporary",kisima cha ng'wasalamba,Kisima cha Ng'wasalamba,033.80256 ͦ,1243,Normal,Rainy,Bulinus,33,0,0,5,9,12,7,0,0,0,9-Jan-21,1/11/21,8-Jan-21,,0,0,0,0,0,0,0,0,0
373,373,2021,January,Busega,Igalukilo  ,Nyangili,sisa,shamba la lukanula ,"Pond,Temporay",kisima cha kwa lukanula,Kisima cha kwa Lukanula,033 ͦ47.172',1287,Normal,Rainy,Bulinus,11,0,0,0,1,10,0,0,0,4,9-Jan-21,1/11/21,8-Jan-21,S.haematobium,0,0,0,1,3,0,0,0,4
374,374,2021,January,Busega,Igalukilo  ,Nyangili,sisa,shamba la kulwa mashini,"Pond,Temporary",shamba la kulwa mashini,Mtoni kwa Kulwa Mashini,033 ͦ46.857',1269,Normal,Rainy,Bulinus,83,0,0,19,30,31,3,0,0,0,9-Jan-21,1/11/21,8-Jan-21,,0,0,0,0,0,0,0,0,0
375,375,2021,January,Busega,Igalukilo  ,Nyangili,sisa,shamba la koya matosela,"Pond,Temporary",kisima cha kwa koya,Kisima cha kwa Koya,033 ͦ46.960',1277,Normal,Rainy,Bulinus,145,0,3,14,55,63,10,0,0,0,9-Jan-21,1/11/21,8-Jan-21,,0,0,0,0,0,0,0,0,0
376,376,2021,January,Busega,Igalukilo  ,Nyangili,Nyangili,Shamba la juma madilisha,"pond,Temporary",lambo la kwa juma madilisha site 2,Lambo la kwa Juma Madilisha Site 2,033 ͦ47.195',1291,Normal,Rainy,Bulinus,17,0,1,7,5,3,1,0,0,0,9-Jan-21,1/11/21,8-Jan-21,,0,0,0,0,0,0,0,0,0
377,377,2021,January,Busega,Igalukilo  ,Nyangili,Nyangili,Shamba la juma madilisha,"pond, Temporary ",kisima cha kwa juma madilisha,Kisima cha kwa Juma Madilisha,033 ͦ47.200',1291,Normal,Rainy,Bulinus,15,0,0,0,4,11,0,0,0,0,9-Jan-21,1/11/21,8-Jan-21,,0,0,0,0,0,0,0,0,0
378,378,2021,January,Busega,Nyaluhande,Nyaluhande,Mwanoni,Kwa Fimbo Madirisha,pond'permanent,Kisima Ng'walenga,Kisima Ng'walenga,033 ͦ35.747',1167,Normal,Rainy,Bulinus,5,0,3,0,1,1,0,0,0,0,10-Jan-21,1/12/21,9-Jan-21,,0,0,0,0,0,0,0,0,0
379,379,2021,January,Busega,Nyaluhande,Nyaluhande,Nyabihale,Kwa mwana mafayo,"pond,Temporary",Kisima cha mwamalongo,Kisima cha Mwamalongo,033 ͦ36.612',1177,Normal,Rainy,Bulinus,14,0,0,3,11,0,0,0,0,0,10-Jan-21,12/01/1021,9-Jan-21,,0,0,0,0,0,0,0,0,0
380,380,2021,January,Busega,Nyaluhande,Nyaluhande,Nyabihale,Kwa mwana mafayo,"pond,Temporary",Lambo la Mwamalango,Lambo la Mwamalongo,033 ͦ36.606',1176,Normal,Rainy,Bulinus,14,0,0,0,4,9,1,0,0,0,10-Jan-21,12/01/1021,9-Jan-21,,0,0,0,0,0,0,0,0,0
381,381,2021,January,Busega,Nyaluhande,Nyaluhande,Nyasubi,Shuleni,"pond,Temporary",Lambo la shule,Lambo la Shule,033 ͦ36.279',1187,Normal,Rainy,bulinus,20,0,0,3,12,5,0,0,0,0,10-Jan-21,12/01/1021,9-Jan-21,,0,0,0,0,0,0,0,0,0
382,382,2021,January,Busega,Nyaluhande,Nyaluhande,Mwanoni,Kwa magua malashi,"Dam,Temporary",Lamboo la Ng'wanoni,Lambo la Ng'wanoni,033 ͦ36.005',1166,Normal,Rainy,bulinus,13,0,0,0,9,4,0,0,0,0,10-Jan-21,12/01/1021,9-Jan-21,,0,0,0,0,0,0,0,0,0
383,383,2021,January,Busega,Badugu,Badugu,Mwang'halanga,Kisima cha mwang'hahalanga,"Dam,Temporary",Kisima cha mwang'hahalanga,Kisima cha Mwang'halanga,033 ͦ.67004',1185,Normal,Rainy,bulinus,6,0,0,1,4,1,0,0,0,0,10-Jan-21,12/01/1021,9-Jan-21,,0,0,0,0,0,0,0,0,0
384,384,2021,January,Busega,Badugu,Badugu,Lusanga,Lambo la Bataliani,"Dam,permanent",Lambo la Bataliani,Lambo la Batalliani,033 ͦ.67.095',1220,Normal,Rainy,bulinus,82,0,0,61,14,7,0,0,0,0,10-Jan-21,12/01/1021,9-Jan-21,,0,0,0,0,0,0,0,0,0
385,385,2021,January,Busega,Badugu,Badugu,Mwang'halanga,Lambo la mwang'halanga,"Dam,Temporary",Lambo la mwang'halanga,Lambo la Mwang'halanga,033 ͦ.66541',1186,Normal,Rainy,bulinus,21,0,0,3,14,3,1,0,0,0,10-Jan-21,12/01/1021,9-Jan-21,,0,0,0,0,0,0,0,0,0
386,386,2021,January,Magu,Kitongosima,Kigangama,Nyamilama,kwa mashiku majinga,"Pond,Temporary",Lambo la mashiku majinga,Lambo la Mashiku Majinga,033°14.306',1174,Normal,Rainy,Bulinus,105,0,0,0,18,62,25,0,0,0,16-Jan-21,1/19/21,15-Jan-21,,0,0,0,0,0,0,0,0,0
387,387,2021,January,Magu,Kitongosima,Kigangama,Mimbi,kwa vicent lenda,"Pond,Temporary",Lambo la vicent mashiku,Lambo la Vicent Lenda,033°13.845',1155,Normal,Rainy,Bulinus,59,0,3,13,30,8,5,0,0,0,16-Jan-21,1/19/21,15-Jan-21,,0,0,0,0,0,0,0,0,0
388,388,2021,January,Magu,Kitongosima,Kigangama,Mimbi,kwa sospeter wangano,"Pond,Temporary",Lambo la sospeter wangano,Lambo la Sospeter Wangano,033°13.536',1162,Normal,Rainy,Bulinus,3,0,0,0,1,2,0,0,0,0,16-Jan-21,1/19/21,15-Jan-21,,0,0,0,0,0,0,0,0,0
389,389,2021,January,Magu,Kitongosima,Kigangama,Nyamilama,kwa mashiku majinga,"Pond,Temporary",kisima cha kwa masesa,Kisima cha kwa Masesa,033°14.241',1176,Normal,Rainy,Bulinus,75,0,0,1,9,65,0,0,0,0,16-Jan-21,1/19/21,15-Jan-21,,0,0,0,0,0,0,0,0,0
390,390,2021,January,Magu,Kitongosima,Kigangama,kigangama A,Kwa kawawa,"Pond,Temporary",lambo la kwa kawawa,Kisima cha Kawawa,033°14.463',1138,Normal,Rainy,Bulinus,7,0,0,0,5,1,1,0,0,0,16-Jan-21,1/19/21,15-Jan-21,,0,0,0,0,0,0,0,0,0
391,391,2021,January,Busega,Shigala ,Shigala,Mwabasabi,Kwa Ndonya,"Pond, Temporary",Lambo la Kwa Ndonya,Lambo la kwa Ndonya,033°41.524',1284,Normal,Rainy,Bulinus,1,0,0,0,0,1,0,0,0,0,12-Jan-21,1/14/21,11-Jan-21,,0,0,0,0,0,0,0,0,0
392,392,2021,January,Busega,Shigala ,Shigala,Nyulwashi,Kwa Yohana Madundo,Pond,Kisima Cha Ng'wakachembeho,Kisima cha Mwakachembeho,033°39.958',1239,Normal,Rainy,"Bulinus, B.forskalii",17,0,1,0,0,16,0,0,0,0,12-Jan-21,1/14/21,11-Jan-21,,0,0,0,0,0,0,0,0,0
393,393,2021,January,Busega,Shigala ,Shigala,Nege,Kwa makeje,"Pond,Temporary",Kisima Cha Kwa Makaje,Kisima cha kwa Makeje,033°40.933',1236,Normal,Rainy,bilinus,48,0,0,5,8,20,15,0,0,0,12-Jan-21,1/14/21,11-Jan-21,,0,0,0,0,0,0,0,0,0
394,394,2021,January,Busega,Shigala ,Shigala,Nege,,"pond,Temporary",kisima cha ng'wamashoka,Kisima cha Ng'wamashoka,033°41.288',1250,Normal,Rainy,bilinus,70,0,0,8,16,18,10,18,0,1,12-Jan-21,1/14/21,11-Jan-21,S.haematobium,0,0,0,0,0,0,1,0,1
395,395,2021,January,Busega,Shigala ,Mwamugoba,Mwabuchuma,Lambo la mathias,"Pond, Temporary",Lambo la Mathias,Lambo la Mathiasi,033°75197,1187,Normal,Rainy,Bulinus,3,0,0,0,2,1,0,0,0,0,12-Jan-21,1/14/21,11-Jan-21,,0,0,0,0,0,0,0,0,0
396,396,2021,January,Busega,Shigala ,Mwamugoba,Dulasi,Lambo La Bukombe,"Pond, Temporary",Lambo la  Bukombe,Lambo la Bukombe,033°74364,1187,Normal,Rainy,bilinus,3,0,0,1,0,2,0,0,0,0,12-Jan-21,1/14/21,11-Jan-21,,0,0,0,0,0,0,0,0,0
397,397,2021,January,Busega,Malili,Nyangoko,Nyangoko A,Lambo la chem flora,"Pond, Temporary",Lambo la chem flora,Lambo la Chem Flora,033.81705 ͦ,1242,Normal,Rainy,Bulinus,53,0,0,16,37,0,0,0,0,0,13-Jan-21,1/15/21,12-Jan-21,,0,0,0,0,0,0,0,0,0
398,398,2021,January,Busega,Malili,Nyangoko,Nyangoko A,Kisima cha sengo,"Pond, Temporary",Kisima cha sengo,Kisima cha Sengo,033.81635 ͦ,1237,Normal,Rainy,Bulinus,15,0,0,0,1,9,5,0,0,0,13-Jan-21,1/15/21,12-Jan-21,,0,0,0,0,0,0,0,0,0
399,399,2021,January,Busega,Malili,Nyangoko,Nyangoko C,Lambo la mnyamimigi,"Pond, Temporary",Lambo la mnyamimigi,Lambo la Mnyamimigi,033.78808 ͦ,1202,Normal,Rainy,Bulinus,159,0,0,20,36,57,43,3,0,0,13-Jan-21,1/15/21,12-Jan-21,,0,0,0,0,0,0,0,0,0
400,400,2021,January,Busega,Malili,Nyangoko,Nyangoko C,Lambo la beyumigi,"Pond, Temporary",Lambo la beyamugi,Lambo la Beyamugi,033.79230 ͦ,1208,Normal,Rainy,Bulinus,77,0,0,17,21,13,26,0,0,0,13-Jan-21,1/15/21,12-Jan-21,,0,0,0,0,0,0,0,0,0
401,401,2021,January,Busega,Igalukilo,Malangale,Mwamiswa,Kwa maduhu,"Pond, Permanent",kisima cha kandalasi,Kisima cha Kandalasi,033 ͦ45.837',1319,Normal,Rainy,Bulinus and Pila,1,0,0,0,0,0,1,0,0,0,13-Jan-21,1/15/21,12-Jan-21,,0,0,0,0,0,0,0,0,0
402,402,2021,January,Busega,Igalukilo,Malangale,Mwamiswa,Kwa lazaro,"Pond, Permanent",Kisima cha mwamatudi,Kisima cha Mwamatudi,033 ͦ45.485',1314,Normal,Rainy,Bulinus,62,0,0,0,0,31,22,9,0,0,13-Jan-21,1/15/21,12-Jan-21,,0,0,0,0,0,0,0,0,0
403,403,2021,January,Busega,Igalukilo,Malangale,Buchele,Kwa someke,"Pond, Permanent",Kisima cha mwandwike,Kisima cha Mwandwike,033 ͦ44.951',1299,Normal,Rainy,Bulinus,28,0,0,6,12,8,2,0,0,0,13-Jan-21,1/15/21,12-Jan-21,,0,0,0,0,0,0,0,0,0
